"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
7.4799096037092e-10,-4.8008053933685,0.033,0.63,1.23755104393369e-05,"HLA-DRB5"
7.08589857935578e-08,-1.29569716148042,0.633,0.986,0.00117236191995441,"SRGN"
7.70620021551702e-08,-3.42174941361391,0.067,0.548,0.00127499082565729,"FKBP5"
2.58257912172527e-06,-2.56936472552496,0.2,0.74,0.0427287715689447,"MCL1"
4.8516195465839e-06,-6.71438554285547,0,0.356,0.0802700453982306,"MAP3K8"
5.34652453390383e-06,1.84064872566309,0.867,0.342,0.0884582484134388,"HNRNPH1"
5.81860282523161e-06,0.970022540189062,0.967,0.589,0.096268783743457,"RPS26"
6.18447101458861e-06,-2.49303214849835,0.233,0.548,0.102322072936369,"RGS1"
7.98464940380909e-06,-1.62465335171283,0.433,0.767,0.132106024386021,"CEBPD"
1.70652392624714e-05,-0.480739619445893,0.967,1,0.282344383597589,"MT-ND1"
2.985152710465e-05,6.84904825892865,0.267,0,0.493893515946434,"MCRIP2"
4.88235633841522e-05,-5.21356239675612,0,0.192,0.807785856190798,"TMEM248"
5.61311353966374e-05,-6.68944698440654,0,0.301,0.928689635137365,"ZNF331"
9.44868647091011e-05,-5.99484279923613,0,0.219,1,"CLEC4E"
0.000103835286996639,7.20332274526068,0.233,0,1,"ADA2"
0.000108386776791493,-6.20598675060532,0,0.26,1,"PER1"
0.000117286865937094,-3.00848111409977,0.033,0.329,1,"MYH9"
0.000138820974817849,-0.461136877045794,0.9,1,1,"MT-CYB"
0.000166130012792092,-1.56043346982848,0.4,0.767,1,"GLUL"
0.000169568031917826,5.04204592984666,0.333,0.014,1,"MT1H"
0.000187411634908813,3.00322301140779,0.533,0.11,1,"MT1G"
0.000213745341972542,1.99137029084142,0.6,0.137,1,"ATP5MG"
0.000223335224684787,7.27397967485585,0.2,0,1,"WFDC2"
0.000230430328689491,-2.57408769985705,0.067,0.411,1,"THEMIS2"
0.000239859054282579,-2.18261804117204,0.233,0.603,1,"TSC22D3"
0.00024607518239074,3.28285909503138,0.4,0.041,1,"ATP5MC1"
0.000246146497046058,-0.610782638903527,0.9,0.973,1,"RPS4X"
0.000272892228680775,1.6692806008568,0.667,0.219,1,"CDC42SE1"
0.000364504644696844,6.59479448541948,0.2,0,1,"RTL8A"
0.000370054810317147,-1.70641238957652,0.3,0.712,1,"EIF4A1"
0.000371453443708839,-0.486550298198258,0.967,0.986,1,"TPT1"
0.000396513040760172,2.35169847671371,0.6,0.151,1,"ATP5ME"
0.000440085813911537,-0.747920144893611,0.867,0.973,1,"RPS2"
0.000541980966550115,4.09921893107049,0.333,0.027,1,"SEC22B"
0.000581773610615972,-5.31353516623506,0,0.151,1,"TMCC3"
0.000607294497764247,-1.49918580839719,0.333,0.795,1,"GPX1"
0.000627651200092826,-1.3052067483685,0.633,0.808,1,"VIM"
0.000704733123279067,6.44348283220197,0.167,0,1,"OCLN"
0.000706947355337194,3.34328674889671,0.267,0.014,1,"CEBPA"
0.000710416108699845,-7.04593051040431,0,0.26,1,"CXCL2"
0.000726215478088013,0.873325819436334,0.867,0.479,1,"ZFP36L1"
0.000733838666886383,-3.72948506848481,0.033,0.247,1,"SRGAP1"
0.000812972231636663,-2.37836608622498,0.1,0.411,1,"STK17B"
0.000858523845055821,6.43561165349571,0.167,0,1,"TLR7"
0.000866465906332586,-1.46046173239036,0.333,0.616,1,"NPM1"
0.000869827444817132,3.21916518736589,0.367,0.055,1,"MT1E"
0.000879668082504964,-1.36250790525316,0.4,0.753,1,"CEBPB"
0.000883713210914819,2.07033707863361,0.367,0.068,1,"TGFBR1"
0.000891497570054938,-1.81452573679062,0.2,0.562,1,"METRNL"
0.000927406095289999,-1.73190909342747,0.267,0.603,1,"CD163"
0.0010657662713754,4.55076725870988,0.267,0.014,1,"SNX4"
0.00109651457033685,1.62170532824781,0.667,0.219,1,"NDUFA3"
0.00112083521559879,6.19021104690482,0.167,0,1,"AVL9"
0.00112660783229373,-5.89006005428722,0,0.205,1,"NR4A3"
0.00114143828225232,6.3279274642758,0.167,0,1,"C11orf68"
0.00115268812679046,1.80481283543162,0.4,0.082,1,"RAP2B"
0.00119828904842734,-2.12842565224263,0.2,0.575,1,"NAMPT"
0.00120081485112018,5.90796873796014,0.167,0,1,"PRADC1"
0.00124368345636373,6.19758091249801,0.167,0,1,"TMEM267"
0.00127355793877659,-0.590062569453462,0.8,0.932,1,"RPS7"
0.00129116314455531,-0.594420215638974,0.867,0.973,1,"RPL9"
0.00132284168963099,-5.83867109228503,0,0.205,1,"PLK3"
0.00141201468638307,-2.71230462004388,0.1,0.438,1,"CREM"
0.00146600477274773,3.52928129848657,0.3,0.027,1,"NBDY"
0.00162403059947911,2.20219670436072,0.533,0.123,1,"ELOB"
0.00171276156546186,-5.62958150408771,0,0.178,1,"NFIL3"
0.00174437381216042,-0.924063257558613,0.567,0.712,1,"HERPUD1"
0.00175951860638236,-5.5550423459943,0,0.164,1,"SREK1"
0.00180186509533209,-5.19890053869781,0.033,0.301,1,"ARL4C"
0.00183806438716129,-1.15403283324589,0.6,0.836,1,"UBC"
0.00185791017561566,6.49738898595823,0.167,0,1,"TENT2"
0.00194118612258712,-4.93797187568175,0,0.137,1,"LRP10"
0.00197872815571366,-2.80579870250643,0.033,0.288,1,"F13A1"
0.00200531459947993,-6.1127730871373,0,0.192,1,"HBEGF"
0.00204884204336211,-2.72157401306952,0.033,0.37,1,"CXCL3"
0.00221823351210459,2.35635123032682,0.4,0.082,1,"COX20"
0.00242361039245788,1.75869980019434,0.5,0.151,1,"TMEM160"
0.00249162791132759,2.23412884285703,0.4,0.096,1,"YIPF4"
0.00252638019991674,2.89504616434799,0.367,0.068,1,"TMEM243"
0.00258624060905229,-2.67542226390817,0.2,0.534,1,"PLAUR"
0.00269231030788138,2.2262640442453,0.367,0.068,1,"LY6E"
0.00271063157417573,3.20578134541949,0.367,0.055,1,"CX3CR1"
0.00275028388698997,-0.537772058049551,0.933,1,1,"EIF1"
0.00276093384177139,-0.57806741964006,0.8,0.89,1,"NACA"
0.00281016672503577,3.43232396238918,0.233,0.014,1,"CYB561D2"
0.00283235338389633,-5.35262184970796,0,0.151,1,"KYNU"
0.00284054878200743,1.45337043064739,0.467,0.151,1,"TSTD1"
0.00290594521669255,2.26551273236167,0.367,0.068,1,"ZBTB44"
0.0029210300454538,6.55808575138951,0.167,0,1,"GIMAP6"
0.00298170359516268,-5.39080195698423,0,0.151,1,"MPHOSPH10"
0.00307423925076124,-5.45816943461972,0,0.164,1,"ITSN1"
0.0032277321969933,-2.98386777679721,0.033,0.288,1,"SH3TC1"
0.00333907131828817,-2.88588127847586,0.1,0.452,1,"PLIN2"
0.003425303285765,1.42544530895008,0.433,0.123,1,"RPS4Y1"
0.00351106923522078,4.92732158025309,0.233,0.014,1,"SMIM30"
0.00373929650680523,2.38309204828444,0.267,0.027,1,"SOCS6"
0.00390085643445606,-2.34347041812852,0.067,0.384,1,"TNFAIP3"
0.0040575386023214,1.81035137212354,0.533,0.164,1,"GABARAP"
0.00415002952442986,2.64960209439564,0.433,0.123,1,"C1orf56"
0.00419777257061457,-1.13621819996004,0.467,0.726,1,"HSP90AB1"
0.00420167056924885,1.73584475789111,0.633,0.205,1,"ATP5F1E"
0.00426574842651065,-1.5298787868547,0.333,0.63,1,"NFKBIA"
0.00432159492354748,5.66636940078295,0.133,0,1,"CST6"
0.00433073301878433,-0.519064130043861,0.933,0.959,1,"SAT1"
0.0044440593446471,1.22953571910572,0.733,0.356,1,"NDUFB1"
0.00446135694159532,-0.583637823445049,0.867,0.959,1,"RPL15"
0.00446362377367268,1.9125708476497,0.5,0.164,1,"LPCAT2"
0.00447206983565026,-0.713963586996046,0.667,0.877,1,"RPL27"
0.00449531079181997,6.01224530134441,0.133,0,1,"HS3ST1"
0.0045324898648808,6.49865802269048,0.1,0,1,"SEC31B"
0.00461532316575339,6.26504588684079,0.133,0,1,"ANKRD13A"
0.00461889122640297,-4.98610901618164,0,0.137,1,"HPS1"
0.00466663475639704,5.52407187256765,0.133,0,1,"VSIG10"
0.00467039366202593,-1.60815947326557,0.233,0.575,1,"REL"
0.0047216713805371,1.89133098634952,0.567,0.164,1,"ATP5MF"
0.00480251288295459,5.85297378315723,0.133,0,1,"CLDN4"
0.00482283317504456,5.75433244248503,0.133,0,1,"GBE1"
0.00482283317504456,5.81596485533402,0.133,0,1,"TMEM60"
0.004861250141454,5.83193819210228,0.133,0,1,"PLPBP"
0.00490274408598657,-1.00125341187849,0.633,0.863,1,"HSP90AA1"
0.00493909668844678,5.6208585740064,0.133,0,1,"KRT8"
0.00510827964231931,5.78654272250605,0.133,0,1,"TAF9B"
0.00515443920419439,5.71074654537696,0.133,0,1,"PIP4K2C"
0.00515587587368487,-4.85845219696344,0.033,0.274,1,"ELL2"
0.00516689965172511,5.89142560681215,0.133,0,1,"FAM234A"
0.00522397279220508,5.73855587677747,0.133,0,1,"TRUB1"
0.00522907124187718,5.68975932450729,0.133,0,1,"CLDN10"
0.0052362192129844,1.97242129928618,0.567,0.164,1,"ATP5MC2"
0.00523951963137945,-5.36118450430317,0,0.123,1,"PKP2"
0.00524203343329424,-1.90116113861955,0.167,0.425,1,"SNRPB"
0.00524764173931021,6.15936158523236,0.133,0,1,"BET1"
0.0053882980422714,1.75096947755169,0.3,0.055,1,"NR1H2"
0.00539243840151965,6.39469250893611,0.133,0,1,"ZNF407"
0.00548599833164449,-4.87400671634859,0,0.123,1,"NFATC2IP"
0.00553134077072586,-2.10027123363512,0.1,0.397,1,"ARHGAP18"
0.00558423720429927,-5.41355790972367,0,0.164,1,"EIF2AK4"
0.00568616154379511,2.80650121498442,0.2,0.014,1,"NSUN6"
0.00584501966152369,-1.71904873892772,0.2,0.493,1,"CXCR4"
0.00595972743766384,6.20550329525125,0.1,0,1,"PIK3CG"
0.00600750648465584,6.81806550922985,0.1,0,1,"ACSM5"
0.00606378683452969,-2.00586963827271,0.1,0.438,1,"PPP1R15A"
0.0061418942025635,-1.69830710631437,0.167,0.466,1,"RGS2"
0.00620822394079123,6.17440636285098,0.1,0,1,"PRDM15"
0.0062923410488076,5.98264770098019,0.133,0,1,"TMEM86A"
0.00632756591857869,2.95378160593581,0.3,0.041,1,"MTIF3"
0.00648895838459356,6.09881583840985,0.133,0,1,"GOSR2"
0.00659636345122332,3.28989101245618,0.267,0.041,1,"CISD1"
0.00663662056263593,5.91855324056902,0.1,0,1,"C16orf54"
0.0069279318952568,-5.29329230868556,0,0.137,1,"IL10RB"
0.00700979102467839,5.86495583689508,0.133,0,1,"RCCD1"
0.00712833805046537,-1.0189869023811,0.4,0.616,1,"SGK1"
0.00733832280347717,-3.64050548551452,0.067,0.288,1,"NOL7"
0.00776567230787063,-4.7806007716694,0,0.123,1,"SNX29"
